Employee ID,Department,Job Role,Gender,Age,Hire Date,Years At Company,Education,Marital Status,Business Travel,OverTime,Distance From Home,Job Satisfaction,Performance Rating,Monthly Salary,Attrition
1467,Sales,Sales Executive,Female,25,2025-11-25,0.1,Master,Single,Travel_Rarely,No,29,2,4,8202,Yes
1468,Sales,Sales Manager,Female,55,2017-08-09,8.4,Master,Single,Non-Travel,Yes,9,4,1,11076,No
1469,Finance,Finance Manager,Female,22,2025-10-19,0.2,Bachelor,Single,Travel_Rarely,Yes,11,3,3,11178,Yes
1470,Finance,Finance Manager,Male,39,2009-09-17,16.3,Master,Married,Travel_Rarely,No,30,2,3,11621,No
1471,Sales,Account Manager,Male,37,2015-09-16,10.3,Bachelor,Married,Non-Travel,No,19,1,4,11473,Yes
1472,R&D,Lab Technician,Female,49,2012-09-16,13.3,High School,Single,Travel_Rarely,No,20,2,2,10102,Yes
1473,IT,IT Manager,Male,55,2025-11-25,0.1,Bachelor,Single,Travel_Rarely,No,25,2,2,9777,No
1474,R&D,Lab Technician,Female,37,2025-12-31,0.0,Master,Married,Non-Travel,No,17,3,3,11011,Yes
1475,Marketing,Marketing Manager,Female,37,2021-07-03,4.5,Bachelor,Married,Travel_Rarely,Yes,21,4,3,7638,No
1476,Sales,Sales Executive,Female,45,2019-11-27,6.1,Bachelor,Married,Non-Travel,No,7,2,3,7940,No
1477,Finance,Financial Analyst,Male,27,2020-02-08,5.9,Bachelor,Single,Non-Travel,No,4,2,4,9072,No
1478,Marketing,Marketing Manager,Male,57,2025-02-06,0.9,Bachelor,Married,Travel_Rarely,Yes,10,4,3,7137,No
1479,Sales,Sales Executive,Male,58,2024-11-25,1.1,Master,Married,Travel_Rarely,No,9,1,3,7347,No
1480,Finance,Financial Analyst,Male,46,2015-08-10,10.4,Master,Married,Travel_Frequently,No,22,3,2,10996,Yes
1481,Finance,Accountant,Female,46,2013-03-17,12.8,Bachelor,Married,Travel_Rarely,No,20,2,3,10520,No
1482,R&D,Research Scientist,Female,26,2021-10-20,4.2,Master,Married,Travel_Frequently,No,2,2,2,10221,No
1483,R&D,Research Scientist,Male,29,2018-03-16,7.8,High School,Married,Travel_Frequently,No,14,4,3,9855,No
1484,Marketing,Marketing Specialist,Female,26,2025-05-26,0.6,High School,Single,Travel_Rarely,No,15,3,4,8874,No
1485,Finance,Financial Analyst,Female,25,2023-05-27,2.6,Master,Married,Non-Travel,No,30,4,2,9940,No
1486,R&D,Lab Technician,Female,42,2016-03-16,9.8,Bachelor,Single,Non-Travel,No,16,1,4,9483,No
1487,IT,Software Engineer,Female,48,2007-11-30,18.1,Bachelor,Married,Travel_Rarely,No,23,2,2,14825,No
1488,R&D,Lab Technician,Male,47,2006-02-11,19.9,Master,Single,Travel_Rarely,No,28,1,3,14980,Yes
1489,Marketing,Marketing Specialist,Male,49,2014-02-09,11.9,Bachelor,Married,Travel_Rarely,No,11,1,3,10404,No
1490,IT,IT Manager,Female,29,2022-05-27,3.6,PhD,Single,Travel_Rarely,No,15,4,3,10214,No
1491,Sales,Account Manager,Male,45,2019-10-21,6.2,Master,Single,Non-Travel,No,8,4,2,11055,No
1492,HR,HR Manager,Female,45,2012-09-16,13.3,High School,Married,Travel_Frequently,No,28,3,4,9115,Yes
1493,Sales,Sales Executive,Female,43,2018-11-27,7.1,Bachelor,Married,Travel_Rarely,No,14,3,4,7565,No
1494,Sales,Sales Manager,Female,43,2019-09-15,6.3,Bachelor,Married,Non-Travel,No,13,4,4,10888,No
1495,R&D,R&D Manager,Female,54,2014-04-23,11.7,Bachelor,Single,Non-Travel,No,4,2,2,10314,No
1496,HR,Recruiter,Female,48,2016-10-22,9.2,Master,Married,Non-Travel,Yes,16,4,3,9610,No
1497,Sales,Account Manager,Male,45,2015-10-23,10.2,Master,Married,Non-Travel,Yes,25,1,3,11525,No
1498,HR,Recruiter,Male,33,2016-02-09,9.9,Master,Married,Travel_Rarely,No,22,1,3,7761,No
1499,R&D,Lab Technician,Female,40,2010-02-10,15.9,Master,Single,Travel_Rarely,No,17,1,4,10675,Yes
1500,Sales,Sales Executive,Female,37,2015-01-03,11.0,PhD,Single,Non-Travel,Yes,14,1,3,9193,No
1501,IT,Data Analyst,Female,29,2024-02-07,1.9,PhD,Single,Travel_Rarely,No,30,3,1,12424,No
1502,HR,HR Specialist,Female,57,2025-09-13,0.3,Bachelor,Divorced,Non-Travel,No,14,3,3,5568,No
1503,IT,Data Analyst,Female,49,2018-11-27,7.1,PhD,Single,Travel_Rarely,Yes,24,2,1,12682,Yes
1504,Finance,Financial Analyst,Female,25,2025-07-02,0.5,Bachelor,Married,Travel_Frequently,Yes,23,4,2,9912,Yes
1505,Sales,Sales Manager,Female,58,2022-11-26,3.1,PhD,Single,Travel_Frequently,Yes,16,1,1,10476,Yes
1506,R&D,R&D Manager,Male,48,2022-07-03,3.5,Bachelor,Married,Travel_Rarely,No,23,1,3,10572,No
1507,IT,QA Engineer,Male,52,2013-07-05,12.5,High School,Married,Travel_Frequently,Yes,24,4,3,12153,No
1508,R&D,Research Scientist,Male,29,2025-08-07,0.4,Bachelor,Married,Travel_Rarely,Yes,14,1,2,11753,Yes
1509,Sales,Sales Executive,Male,38,2024-11-25,1.1,High School,Single,Non-Travel,Yes,28,3,3,8775,No
1510,HR,HR Manager,Female,32,2019-09-15,6.3,Master,Married,Travel_Frequently,No,12,1,3,8458,No
1511,R&D,R&D Manager,Female,28,2022-03-15,3.8,Bachelor,Married,Travel_Rarely,Yes,28,2,3,11428,No
1512,HR,HR Specialist,Female,24,2025-11-25,0.1,Bachelor,Single,Travel_Rarely,No,22,3,2,8991,No
1513,Sales,Sales Executive,Female,29,2021-03-15,4.8,Master,Married,Travel_Rarely,No,2,4,3,10053,No
1514,Finance,Financial Analyst,Male,37,2012-04-23,13.7,Bachelor,Single,Non-Travel,Yes,8,3,3,13088,No
1515,Sales,Account Manager,Female,39,2018-07-04,7.5,Master,Divorced,Non-Travel,No,24,4,3,8485,No
1516,HR,HR Manager,Female,50,2019-08-09,6.4,Bachelor,Married,Travel_Rarely,No,12,3,2,6584,No
1517,R&D,Lab Technician,Female,23,2024-01-01,2.0,Master,Married,Travel_Rarely,No,27,2,3,10037,No
1518,Finance,Financial Analyst,Male,32,2018-03-16,7.8,Bachelor,Married,Non-Travel,No,6,1,3,11561,Yes
1519,Marketing,Marketing Manager,Female,47,2010-11-29,15.1,Bachelor,Married,Non-Travel,No,19,4,4,11328,No
1520,Finance,Accountant,Male,24,2024-03-14,1.8,Bachelor,Married,Travel_Rarely,No,29,1,3,10599,No
1521,R&D,R&D Manager,Female,28,2025-09-13,0.3,High School,Single,Non-Travel,No,5,4,3,8162,No
1522,Sales,Account Manager,Female,26,2023-07-03,2.5,Bachelor,Married,Travel_Rarely,No,3,4,3,10844,No
1523,IT,IT Manager,Male,50,2011-03-18,14.8,Bachelor,Divorced,Travel_Rarely,No,3,2,1,13666,No
1524,R&D,R&D Manager,Male,46,2008-10-23,17.2,Master,Married,Non-Travel,Yes,18,1,3,12397,Yes
1525,R&D,Research Scientist,Male,32,2023-05-27,2.6,High School,Single,Travel_Rarely,No,13,3,4,9859,No
1526,R&D,R&D Manager,Female,32,2016-04-22,9.7,High School,Married,Travel_Frequently,Yes,21,3,2,12804,No
1527,Marketing,Marketing Manager,Female,37,2010-10-23,15.2,Master,Married,Non-Travel,No,26,2,3,9917,No
1528,Marketing,Marketing Manager,Male,43,2014-07-05,11.5,Master,Married,Travel_Frequently,No,15,4,3,10546,No
1529,Finance,Finance Manager,Male,40,2015-04-23,10.7,Master,Single,Travel_Rarely,No,17,4,3,12151,No
1530,IT,Data Analyst,Male,60,2011-10-23,14.2,Master,Single,Travel_Rarely,Yes,24,1,3,14184,No
1531,Marketing,Content Creator,Female,40,2015-05-29,10.6,PhD,Married,Non-Travel,Yes,9,4,4,7989,No
1532,IT,Software Engineer,Female,53,2014-04-23,11.7,Master,Married,Non-Travel,No,22,3,3,11604,No
1533,IT,QA Engineer,Female,28,2022-01-01,4.0,PhD,Single,Travel_Rarely,Yes,10,3,4,12239,Yes
1534,IT,IT Manager,Male,47,2024-02-07,1.9,Master,Married,Travel_Frequently,No,29,4,1,12538,No
1535,IT,Data Analyst,Female,39,2010-02-10,15.9,Bachelor,Married,Travel_Frequently,No,5,2,3,14398,No
1536,IT,Software Engineer,Male,51,2013-08-10,12.4,Bachelor,Married,Travel_Rarely,No,21,1,3,14102,Yes
1537,R&D,R&D Manager,Male,44,2010-03-18,15.8,Master,Married,Travel_Rarely,No,19,2,3,12508,No
1538,R&D,R&D Manager,Male,43,2019-08-09,6.4,Master,Married,Travel_Rarely,Yes,24,2,4,11111,Yes
1539,R&D,Lab Technician,Female,60,2025-03-14,0.8,Master,Divorced,Travel_Rarely,No,26,4,3,11526,No
1540,Sales,Account Manager,Female,39,2013-07-05,12.5,High School,Married,Non-Travel,Yes,9,1,4,9542,No
1541,Marketing,Marketing Manager,Female,47,2023-10-20,2.2,Bachelor,Married,Travel_Rarely,Yes,13,1,3,9013,Yes
1542,HR,Recruiter,Male,33,2015-05-29,10.6,PhD,Married,Travel_Rarely,No,10,3,4,9485,No
1543,R&D,Research Scientist,Male,50,2017-09-15,8.3,PhD,Married,Non-Travel,Yes,27,4,3,10529,No
1544,Finance,Financial Analyst,Male,58,2021-07-03,4.5,High School,Married,Travel_Rarely,No,6,1,4,10378,No
1545,IT,IT Manager,Male,53,2016-04-22,9.7,High School,Married,Travel_Frequently,No,7,2,3,14815,No
1546,IT,IT Manager,Male,46,2009-02-10,16.9,Master,Single,Travel_Rarely,Yes,23,3,3,12529,No
1547,IT,Software Engineer,Female,59,2024-11-25,1.1,Master,Divorced,Travel_Frequently,Yes,1,2,3,12772,Yes
1548,Sales,Account Manager,Female,46,2021-01-01,5.0,Bachelor,Married,Non-Travel,No,30,1,3,7767,No
1549,IT,Data Analyst,Female,23,2024-12-31,1.0,Master,Married,Non-Travel,Yes,16,3,4,11534,Yes
1550,IT,Software Engineer,Female,55,2024-07-02,1.5,PhD,Single,Non-Travel,No,11,3,3,12022,No
1551,IT,Software Engineer,Male,58,2019-07-04,6.5,Bachelor,Divorced,Travel_Rarely,Yes,1,2,2,13800,No
1552,Sales,Account Manager,Female,23,2025-07-02,0.5,Master,Married,Travel_Rarely,No,12,3,3,9639,Yes
1553,Sales,Sales Manager,Male,41,2014-10-23,11.2,High School,Married,Non-Travel,No,16,2,3,12053,No
1554,HR,Recruiter,Male,60,2010-08-11,15.4,High School,Married,Travel_Rarely,No,4,3,3,10152,No
1555,Marketing,Marketing Manager,Male,25,2022-09-14,3.3,Bachelor,Single,Travel_Rarely,No,19,2,3,9764,No
1556,R&D,R&D Manager,Female,58,2012-04-23,13.7,Master,Single,Travel_Rarely,No,14,2,2,11242,No
1557,R&D,Lab Technician,Female,41,2019-05-28,6.6,Bachelor,Married,Travel_Rarely,No,28,4,3,9169,No
1558,R&D,Lab Technician,Female,28,2021-01-01,5.0,Master,Single,Travel_Rarely,Yes,17,3,3,11231,No
1559,Finance,Finance Manager,Male,46,2014-09-16,11.3,Bachelor,Married,Travel_Rarely,No,16,3,3,10125,No
1560,Sales,Sales Manager,Female,26,2021-08-08,4.4,Master,Single,Non-Travel,No,26,2,4,7883,No
1561,Finance,Finance Manager,Male,39,2023-11-26,2.1,Master,Married,Travel_Rarely,No,20,2,3,9030,No
1562,Sales,Account Manager,Female,22,2025-02-06,0.9,Bachelor,Single,Travel_Rarely,Yes,30,4,3,9912,No
1563,Sales,Sales Executive,Male,32,2024-04-20,1.7,Master,Married,Travel_Rarely,No,23,1,3,7816,No
1564,Marketing,Marketing Manager,Female,24,2025-10-19,0.2,Master,Single,Travel_Rarely,No,11,1,3,9838,No
1565,HR,Recruiter,Female,31,2023-09-14,2.3,Master,Divorced,Travel_Rarely,No,22,3,3,8474,No
1566,Finance,Accountant,Female,41,2014-07-05,11.5,High School,Single,Travel_Frequently,No,19,4,3,11863,No
1567,R&D,R&D Manager,Male,43,2019-03-16,6.8,Bachelor,Married,Travel_Rarely,No,22,2,3,9544,No
1568,R&D,Research Scientist,Male,52,2024-09-13,1.3,Master,Single,Travel_Rarely,No,21,4,4,11184,No
1569,Sales,Sales Executive,Male,56,2021-01-01,5.0,Master,Married,Travel_Rarely,Yes,28,2,4,11102,No
1570,R&D,Lab Technician,Male,25,2024-08-08,1.4,PhD,Married,Travel_Rarely,No,18,4,3,9693,No
1571,Marketing,Marketing Manager,Male,27,2024-07-02,1.5,Bachelor,Married,Travel_Rarely,Yes,6,1,3,10063,No
1572,IT,Data Analyst,Female,53,2012-11-28,13.1,Bachelor,Married,Travel_Rarely,Yes,7,2,3,13533,No
1573,R&D,R&D Manager,Male,42,2020-09-14,5.3,Bachelor,Married,Travel_Frequently,No,6,2,4,9918,No
1574,IT,IT Manager,Male,32,2018-02-08,7.9,Bachelor,Single,Non-Travel,Yes,7,4,1,12431,No
1575,IT,QA Engineer,Female,54,2018-09-15,7.3,Bachelor,Married,Travel_Rarely,Yes,7,2,3,13578,No
1576,R&D,Lab Technician,Male,51,2009-03-18,16.8,PhD,Single,Non-Travel,No,28,3,3,14275,No
1577,Finance,Finance Manager,Male,58,2008-01-05,18.0,High School,Married,Travel_Rarely,No,27,2,3,13995,No
1578,Sales,Sales Manager,Male,39,2010-09-17,15.3,PhD,Single,Travel_Frequently,Yes,23,4,3,11771,No
1579,IT,IT Manager,Female,33,2025-07-02,0.5,Master,Married,Travel_Rarely,Yes,16,3,4,12732,Yes
1580,IT,Data Analyst,Male,24,2024-05-26,1.6,Master,Married,Non-Travel,No,16,3,3,12869,No
1581,IT,Software Engineer,Male,51,2007-04-25,18.7,Bachelor,Married,Travel_Rarely,No,13,4,3,15619,No
1582,Finance,Finance Manager,Male,26,2023-07-03,2.5,Bachelor,Single,Travel_Rarely,No,28,3,3,9518,No
1583,IT,Data Analyst,Female,57,2020-11-26,5.1,Bachelor,Married,Non-Travel,No,18,3,4,12285,No
1584,IT,IT Manager,Male,50,2007-02-11,18.9,Bachelor,Married,Non-Travel,Yes,19,1,3,12963,No
1585,IT,QA Engineer,Female,50,2018-03-16,7.8,Master,Married,Non-Travel,No,22,2,3,11571,Yes
1586,Sales,Sales Executive,Male,35,2015-02-09,10.9,Bachelor,Married,Travel_Frequently,No,4,3,4,9864,Yes
1587,Finance,Finance Manager,Female,22,2025-03-14,0.8,Bachelor,Divorced,Travel_Rarely,No,23,2,3,11200,No
1588,R&D,Research Scientist,Male,38,2016-10-22,9.2,Bachelor,Divorced,Travel_Frequently,No,1,1,2,13324,No
1589,IT,QA Engineer,Female,46,2012-11-28,13.1,Master,Single,Travel_Rarely,Yes,14,3,3,13144,No
1590,IT,Data Analyst,Male,56,2010-10-23,15.2,Master,Married,Travel_Rarely,Yes,27,4,3,13239,No
1591,Sales,Sales Manager,Female,39,2024-12-31,1.0,Bachelor,Divorced,Travel_Rarely,No,3,1,4,6660,No
1592,Marketing,Marketing Manager,Female,26,2023-02-07,2.9,Bachelor,Single,Travel_Rarely,Yes,18,3,3,8880,No
1593,IT,Software Engineer,Male,31,2021-01-01,5.0,Master,Single,Travel_Rarely,Yes,22,1,3,11543,No
1594,Marketing,Marketing Specialist,Male,54,2020-09-14,5.3,Bachelor,Single,Travel_Frequently,No,9,3,3,7614,Yes
1595,Sales,Sales Executive,Female,48,2020-04-21,5.7,PhD,Single,Non-Travel,Yes,10,2,2,10116,No
1596,IT,Software Engineer,Female,42,2010-07-06,15.5,Bachelor,Divorced,Travel_Rarely,No,26,2,1,13479,Yes
1597,IT,IT Manager,Male,47,2006-11-30,19.1,Bachelor,Married,Travel_Rarely,Yes,5,1,2,15674,No
1598,R&D,Research Scientist,Male,25,2024-08-08,1.4,PhD,Married,Travel_Rarely,No,18,1,4,10654,Yes
1599,Sales,Sales Manager,Female,22,2025-03-14,0.8,Master,Single,Travel_Rarely,No,19,3,3,8644,Yes
1600,IT,Software Engineer,Female,48,2015-07-05,10.5,High School,Married,Non-Travel,No,22,4,4,11218,No
1601,R&D,Research Scientist,Female,41,2024-10-19,1.2,Bachelor,Married,Travel_Rarely,No,27,1,3,9039,No
1602,IT,Software Engineer,Female,26,2023-08-08,2.4,PhD,Married,Travel_Rarely,Yes,9,1,4,9984,No
1603,Sales,Account Manager,Female,41,2007-05-31,18.6,Master,Single,Travel_Rarely,No,5,4,4,11589,No
1604,Finance,Accountant,Male,56,2017-02-08,8.9,Bachelor,Married,Travel_Rarely,No,25,3,3,9066,No
1605,R&D,R&D Manager,Female,27,2022-05-27,3.6,Bachelor,Married,Travel_Rarely,No,29,3,3,9685,No
1606,HR,Recruiter,Male,48,2025-12-31,0.0,Bachelor,Married,Non-Travel,No,10,1,3,7177,No
1607,R&D,R&D Manager,Female,45,2022-01-01,4.0,Bachelor,Married,Travel_Rarely,Yes,15,4,4,8818,No
1608,IT,IT Manager,Male,49,2015-01-03,11.0,Bachelor,Married,Travel_Rarely,No,8,1,4,13464,No
1609,Sales,Sales Manager,Female,22,2024-12-31,1.0,High School,Married,Travel_Rarely,No,3,2,2,7362,No
1610,Sales,Account Manager,Female,58,2013-09-16,12.3,PhD,Divorced,Non-Travel,Yes,5,4,2,12039,No
1611,R&D,Lab Technician,Female,42,2021-07-03,4.5,Bachelor,Divorced,Non-Travel,No,6,1,3,9750,No
1612,Sales,Sales Executive,Male,40,2010-01-04,16.0,Bachelor,Divorced,Travel_Rarely,No,9,2,3,12794,No
1613,Sales,Sales Manager,Male,55,2012-02-10,13.9,Master,Single,Non-Travel,Yes,27,1,2,9057,No
1614,Finance,Finance Manager,Male,56,2022-03-15,3.8,High School,Married,Non-Travel,No,18,1,3,8915,No
1615,Sales,Account Manager,Female,30,2023-05-27,2.6,Master,Married,Travel_Rarely,No,22,4,3,7179,No
1616,Sales,Sales Executive,Male,52,2024-05-26,1.6,Bachelor,Married,Travel_Rarely,Yes,2,4,3,8603,No
1617,HR,Recruiter,Female,39,2025-05-26,0.6,Master,Married,Non-Travel,No,15,4,3,7936,No
1618,Sales,Account Manager,Female,50,2021-10-20,4.2,Master,Married,Travel_Rarely,No,14,2,2,7697,No
1619,R&D,Lab Technician,Male,39,2013-01-03,13.0,High School,Married,Travel_Rarely,No,18,2,3,13285,No
1620,Sales,Account Manager,Male,56,2007-08-13,18.4,Bachelor,Divorced,Travel_Rarely,No,28,3,3,11526,No
1621,R&D,Lab Technician,Male,27,2024-04-20,1.7,Bachelor,Single,Non-Travel,No,2,2,4,10436,No
1622,IT,IT Manager,Female,33,2023-01-01,3.0,Bachelor,Married,Non-Travel,No,1,4,4,13643,No
1623,Marketing,Content Creator,Female,40,2008-11-29,17.1,Bachelor,Single,Travel_Rarely,No,10,2,3,8689,No
1624,HR,HR Specialist,Female,22,2025-12-31,0.0,Bachelor,Single,Travel_Rarely,No,29,1,3,8378,No
1625,R&D,Lab Technician,Male,25,2024-12-31,1.0,Master,Single,Travel_Rarely,Yes,30,1,3,10190,No
1626,Finance,Accountant,Male,41,2009-03-18,16.8,Master,Single,Travel_Rarely,No,27,4,4,12498,No
1627,Finance,Financial Analyst,Female,38,2025-11-25,0.1,High School,Divorced,Travel_Rarely,No,27,4,2,7782,Yes
1628,Marketing,Marketing Specialist,Female,56,2024-02-07,1.9,Bachelor,Divorced,Travel_Rarely,No,7,1,3,8977,No
1629,Sales,Sales Executive,Female,40,2022-08-08,3.4,Bachelor,Single,Travel_Rarely,Yes,22,3,2,9211,Yes
1630,IT,Data Analyst,Male,33,2020-10-20,5.2,Bachelor,Single,Non-Travel,No,26,1,4,13274,No
1631,HR,HR Specialist,Female,34,2013-10-22,12.2,Bachelor,Single,Non-Travel,Yes,12,2,3,10245,No
1632,Sales,Account Manager,Female,40,2020-03-15,5.8,Master,Single,Travel_Rarely,No,28,3,2,11161,No
1633,Sales,Account Manager,Female,52,2011-10-23,14.2,Bachelor,Single,Travel_Rarely,Yes,16,3,2,8664,No
1634,HR,HR Specialist,Male,50,2006-07-07,19.5,Master,Divorced,Non-Travel,No,23,2,2,11049,Yes
1635,IT,Data Analyst,Male,38,2020-03-15,5.8,Master,Married,Travel_Rarely,No,13,4,4,12064,No
1636,Sales,Sales Executive,Male,53,2011-07-06,14.5,Bachelor,Single,Non-Travel,No,15,1,1,11533,Yes
1637,R&D,Research Scientist,Male,37,2019-11-27,6.1,Master,Divorced,Non-Travel,No,23,4,4,11271,Yes
1638,Sales,Sales Executive,Female,23,2025-02-06,0.9,High School,Divorced,Travel_Rarely,No,3,3,2,9280,No
1639,Marketing,Marketing Specialist,Female,34,2023-04-21,2.7,Bachelor,Divorced,Travel_Rarely,Yes,10,2,3,6978,No
1640,HR,Recruiter,Male,53,2019-02-08,6.9,Master,Married,Travel_Frequently,No,5,4,3,6550,No
1641,Sales,Sales Manager,Male,43,2022-08-08,3.4,High School,Divorced,Non-Travel,Yes,5,3,2,7565,No
1642,Finance,Finance Manager,Male,48,2011-01-04,15.0,PhD,Single,Non-Travel,Yes,7,1,2,10891,Yes
1643,R&D,R&D Manager,Male,42,2017-03-16,8.8,Bachelor,Married,Travel_Rarely,Yes,17,1,3,9766,Yes
1644,Sales,Sales Manager,Female,44,2014-09-16,11.3,Master,Single,Travel_Frequently,No,2,3,3,10063,No
1645,IT,Software Engineer,Female,28,2019-10-21,6.2,Bachelor,Single,Travel_Rarely,No,15,3,3,12099,No
1646,Marketing,Marketing Specialist,Female,60,2016-11-27,9.1,Master,Divorced,Travel_Rarely,No,4,4,4,8548,No
1647,Sales,Account Manager,Male,27,2025-05-26,0.6,Master,Divorced,Travel_Rarely,Yes,5,3,1,8857,Yes
1648,Sales,Account Manager,Male,42,2019-11-27,6.1,Bachelor,Single,Travel_Rarely,Yes,16,4,3,8581,No
1649,Sales,Sales Manager,Female,60,2012-02-10,13.9,Master,Single,Travel_Frequently,No,4,4,3,9075,No
1650,IT,Data Analyst,Female,46,2015-11-28,10.1,Bachelor,Single,Travel_Rarely,No,10,1,1,14083,Yes
1651,Sales,Sales Executive,Female,39,2022-03-15,3.8,Bachelor,Single,Non-Travel,No,28,3,3,7737,No
1652,IT,Software Engineer,Female,28,2024-03-14,1.8,Master,Married,Non-Travel,Yes,23,2,3,9801,No
1653,Sales,Sales Manager,Male,58,2016-09-15,9.3,Master,Married,Travel_Rarely,Yes,14,2,4,9438,Yes
1654,Marketing,Content Creator,Female,55,2023-02-07,2.9,PhD,Single,Travel_Rarely,No,20,2,3,7290,No
1655,Marketing,Content Creator,Male,32,2020-01-02,6.0,Bachelor,Single,Travel_Rarely,No,13,1,4,7182,No
1656,Finance,Financial Analyst,Female,45,2019-07-04,6.5,Master,Married,Travel_Rarely,No,19,1,3,9961,No
1657,IT,QA Engineer,Male,54,2021-04-21,4.7,Bachelor,Single,Non-Travel,No,7,4,4,10646,No
1658,IT,Software Engineer,Female,37,2024-10-19,1.2,Bachelor,Married,Travel_Rarely,No,1,3,1,12740,No
1659,Finance,Accountant,Female,59,2016-02-09,9.9,PhD,Married,Travel_Rarely,Yes,21,1,3,12225,No
1660,HR,Recruiter,Male,39,2019-03-16,6.8,PhD,Married,Travel_Rarely,Yes,11,3,3,10294,No
1661,R&D,Lab Technician,Female,35,2013-08-10,12.4,Master,Single,Travel_Rarely,No,16,3,4,10318,Yes
1662,Sales,Sales Manager,Male,40,2023-09-14,2.3,Bachelor,Married,Travel_Rarely,No,11,2,3,9329,No
1663,R&D,Lab Technician,Female,36,2021-10-20,4.2,Bachelor,Married,Travel_Rarely,No,1,2,1,10538,No
1664,IT,QA Engineer,Male,32,2024-01-01,2.0,Bachelor,Single,Travel_Rarely,No,23,4,2,11403,No
1665,R&D,R&D Manager,Female,26,2021-09-14,4.3,Bachelor,Single,Non-Travel,No,17,4,3,9924,Yes
1666,Sales,Sales Executive,Female,58,2023-04-21,2.7,Bachelor,Married,Non-Travel,No,7,4,3,10183,No
1667,Marketing,Marketing Manager,Female,38,2020-08-08,5.4,Master,Married,Travel_Rarely,No,23,3,3,8497,No
1668,IT,Data Analyst,Male,58,2017-03-16,8.8,Bachelor,Single,Travel_Rarely,No,23,1,3,11314,No
1669,HR,Recruiter,Female,52,2020-01-02,6.0,Master,Married,Travel_Rarely,Yes,6,4,3,7768,No
1670,IT,Software Engineer,Female,22,2025-07-02,0.5,Master,Married,Travel_Rarely,No,2,2,3,10718,No
1671,Sales,Account Manager,Male,50,2006-10-24,19.2,Master,Single,Travel_Rarely,No,16,3,3,9653,No
1672,Sales,Sales Manager,Female,59,2008-01-05,18.0,Bachelor,Married,Travel_Frequently,No,14,1,3,9477,Yes
1673,IT,IT Manager,Female,53,2022-02-07,3.9,Bachelor,Single,Non-Travel,No,30,1,3,11212,No
1674,Finance,Accountant,Female,44,2019-01-02,7.0,Bachelor,Single,Travel_Rarely,No,8,1,3,9193,No
1675,R&D,Research Scientist,Female,39,2023-09-14,2.3,PhD,Single,Non-Travel,No,13,2,4,9651,No
1676,IT,Data Analyst,Male,42,2006-07-07,19.5,Master,Single,Travel_Rarely,Yes,30,3,2,15502,No
1677,IT,IT Manager,Female,49,2024-10-19,1.2,High School,Married,Travel_Rarely,No,1,3,3,10556,No
1678,R&D,R&D Manager,Male,45,2010-01-04,16.0,Bachelor,Married,Travel_Rarely,No,6,1,2,14344,No
1679,R&D,R&D Manager,Male,32,2021-02-07,4.9,Master,Married,Travel_Rarely,Yes,18,1,4,11692,No
1680,HR,HR Manager,Female,58,2024-02-07,1.9,Master,Married,Non-Travel,No,25,4,3,8521,No
1681,HR,Recruiter,Female,50,2014-07-05,11.5,Bachelor,Married,Travel_Rarely,No,8,2,3,9833,No
1682,IT,QA Engineer,Female,46,2019-04-22,6.7,Master,Single,Non-Travel,No,4,1,3,11984,Yes
1683,Sales,Account Manager,Male,33,2019-01-02,7.0,Bachelor,Married,Non-Travel,Yes,12,4,4,8761,No
1684,IT,Data Analyst,Female,58,2024-04-20,1.7,PhD,Single,Travel_Rarely,No,14,3,2,11568,No
1685,R&D,Research Scientist,Male,54,2020-05-28,5.6,Master,Married,Non-Travel,No,9,1,3,11328,No
1686,R&D,Research Scientist,Female,49,2018-11-27,7.1,Bachelor,Single,Travel_Rarely,Yes,21,3,3,12253,No
1687,Sales,Account Manager,Male,36,2018-01-02,8.0,PhD,Single,Non-Travel,Yes,26,4,4,11641,No
1688,Finance,Finance Manager,Female,22,2025-04-20,0.7,Bachelor,Married,Travel_Rarely,Yes,16,2,2,9093,Yes
1689,IT,Software Engineer,Female,28,2025-08-07,0.4,Bachelor,Single,Travel_Rarely,Yes,19,2,3,12222,No
1690,Sales,Sales Executive,Male,38,2019-11-27,6.1,Bachelor,Single,Non-Travel,No,30,1,3,11065,No
1691,Marketing,Content Creator,Female,35,2022-10-20,3.2,Master,Married,Travel_Rarely,No,23,1,3,9451,No
1692,Sales,Sales Manager,Male,31,2021-08-08,4.4,Master,Married,Travel_Rarely,No,19,3,4,9658,No
1693,R&D,Lab Technician,Female,58,2022-05-27,3.6,High School,Single,Travel_Rarely,Yes,9,4,3,12032,No
1694,IT,Software Engineer,Female,47,2017-05-28,8.6,Bachelor,Single,Travel_Rarely,No,29,3,2,12158,No
1695,HR,Recruiter,Female,59,2014-02-09,11.9,Bachelor,Single,Travel_Frequently,No,24,4,1,7637,No
1696,IT,IT Manager,Male,47,2016-08-09,9.4,Master,Single,Travel_Rarely,No,21,1,4,13823,No
1697,R&D,R&D Manager,Male,38,2011-02-10,14.9,Master,Single,Travel_Rarely,No,15,1,4,11363,No
1698,Finance,Finance Manager,Male,28,2019-07-04,6.5,Bachelor,Married,Non-Travel,No,22,4,4,8910,Yes
1699,Sales,Account Manager,Female,37,2018-04-22,7.7,High School,Single,Travel_Rarely,Yes,18,2,2,7918,No
